werk_signatur_id,werk_signatur
8297663f-b5f1-4121-be3b-9f8cac5b5101,1883-003
cfa1f2f2-e990-4d28-b937-b425945c776c,1883-004
7e59e3de-8a48-409a-a6e0-fa40340264fd,1883-005
1bf3a69e-9c16-4b71-b91e-fa50fd90023f,1883-006
ee01aa8f-356a-4453-856f-c797680829da,1883-007
d7724770-43a4-4a33-a1fc-3eb896a6b2d6,1883-008
f1b465f3-63a9-43ce-a08e-1e35a3a9489c,1883-009
d0868a76-b6b4-48ce-ab9e-a3a6377192f3,1883-010
5372162b-19ae-486b-aeb5-e38c764aa649,1883-011
50c075ab-f66f-4c2a-9626-72db29b9fc65,1883-012
a51fbab4-7336-41f6-9362-2b4c8006d1eb,1883-013
9ca3d273-611b-49a5-996d-4978fdaf4f6d,1883-014
10a5fc8a-f129-467f-ab01-80ca4b9a0c19,1884-009
f6806c91-0921-473f-86a3-8ad74ff67eca,1884-010
7f1c2037-17d2-46ec-96af-e9d3e96aff76,1884-011
b07c666f-3ddf-4b3d-b206-cdd92fba1f4b,1884-012
f75baaa0-ada5-4a5b-a879-068bd3592608,1884-013
d98bd205-f8f5-4d9d-a082-c990b9aa61a6,1884-014
7175bc20-2a5a-4700-8f8a-bfea934ce261,1884-015
f20eb8f8-7f60-4382-9840-fdf4f3bb566a,1884-016
06bc292f-ad15-49c5-8059-819da1a201b1,1884-017
4fbd8a34-463e-452e-8ee5-c4f7c3db3841,1884-018
01d0c6f0-fd62-4939-99a2-8a070eaa700f,1884-019
1ee4de86-39c4-4821-83c5-db5ebc8a1f00,1884-020
0b6f6908-aaa0-407c-9696-b005d3f8e340,1884-021
4f2d8cf9-222e-4905-85ba-bbd8d92691d6,1884-022
89adde03-fc91-45a0-bd3c-0abaf69c458b,1884-023
6115d6ed-829c-40c4-a6fe-f347760acd21,1884-024
1f4d2154-f14d-40ab-8f39-0a720c032412,1884-025
0734233c-e3d7-4e5c-984f-68f5a3acbbdf,1884-026
7bbd7f20-d1ed-4a30-a1a8-e7bb164667a2,1884-027
0c318b7e-389d-4a4f-b3fd-cd1182fa11e8,1884-029
d74fcdd4-0f8d-40c5-a40e-418dce14fbc7,1884-030
19242aff-b508-4f57-9364-38116b32804c,1884-031
55df06d1-9f4f-4f5b-ba98-11dcf8b94c2e,1884-032
9a325fa8-861d-4777-b996-df964f2f688c,1884-033
2fcb0459-588a-424f-9b8e-866e32366917,1884-034
a5528ab2-ddcc-432a-ac72-7ad784e91954,1884-035
b1722b76-3823-4122-ba0d-43044bfa39b7,1884-036
b792faa4-a1d1-4242-80de-905aa72f17d7,1884-037
4bd7446d-be93-404d-b966-98afb450bed2,1884-038
e403f14a-e258-4e29-8bac-c252aca5c502,1884-039
8778df95-322e-4830-9fff-872a13ac265d,1884-040
4e217dfe-38ad-46e5-b031-4f7bbe8f7739,1884-041
5c9ff074-47f3-4590-96a0-e696b30e5278,1884-042
44101114-1919-49d0-bddb-414d9e92e9d5,1884-043
6b9da4ec-e1a4-429f-85db-49ac73d647e9,1884-044
a916ca0c-7acb-4fee-83a5-b89848829202,1884-045
4649896b-6dc0-4a1b-a5d8-88b6ac317eec,1884-046
7751f820-dc00-4412-a568-f804858185ff,1884-047
9a078945-8929-4e70-a3d4-4d9d7d838935,1884-048
47634532-8a8e-4f1e-b008-317cfe66f06a,1884-049
0d05e1dc-3966-4449-b916-e4b7bf895df8,1884-050
5711b854-7770-4251-9a29-ac4546cc8aae,1884-051
0ab865d0-ebe3-48a0-a817-24fe7b1e1c3f,1884-052
88159304-440e-4dbb-9cfb-93bab75e4fbc,1884-053
b84cd166-2339-4074-ad5e-3e0cdaca3012,1884-055
4421db53-2e71-4b96-954c-fee5e88fb7e4,1884-056
73e4e151-6337-4910-9bb7-0c526287baa2,1884-054
b0556bb6-7e9a-4452-a0d3-f35278ed3318,1884-057
a18ed3f1-e395-42bf-a19c-547c4850d4c8,1884-058
5c4ed98b-553a-43a9-9218-a55738e84058,1885-152
78dedd84-d8a7-4987-97f6-18414cb1a969,1885-153
0b9f8f98-f49b-48bc-9e36-745e6d1ea677,1885-007
a59e2825-3906-40c2-adcd-608aba506e3d,1885-008
8d7295ed-813a-4ebb-8834-569ed90bd60a,1885-009
51c19600-4d25-4e42-a57c-f7bcbe727582,1885-010
8e1fc379-0178-4854-96a1-9086aa7fec33,1885-011
b3eb4f89-9167-46fd-bca3-df0ed7f5d063,1885-012
6818e76a-aea7-44ef-bee9-1b5001755550,1885-013
726e11ee-d444-4e8f-90d1-428e25dbbe41,1885-014
2406b8cf-2d91-4159-bfad-54006b4faf2a,1885-015
29413c44-2c07-412a-91dd-4ad34860a443,1885-016
bbf7fb1c-be42-44fb-ae59-386199dc8a48,1885-017
98b6085a-bbba-4c76-8292-483f508cbee8,1885-018
3c07176c-7792-4404-92e6-5bd3d5819b8f,1885-019
30dff104-710d-48c7-a69e-603a72418bd3,1885-020
a21eda24-5e0c-4621-93f3-a08e4ca308b0,1885-021
dbbe7b80-0ed4-4fbf-980d-fd37c4f42d3f,1885-022
963375b6-7a03-4f6d-bca0-009cff21f169,1885-023
88bdbc21-20e4-473b-9e34-ac16c59e9fde,1885-024
f14bb753-0313-4a0d-90ef-772833aa26d5,1885-025
06f6e08a-a4ab-4e59-b7f9-cbc7703260f1,1885-026
2ff4c741-9fd2-4907-849f-5ab35a983a75,1885-027
c822211a-6354-4a65-afcf-584df82cfd44,1885-028
8d36a64c-7278-4b6e-ae25-bea711044d06,1885-029
4dd1946f-d03f-4569-8080-f4e033aa1b77,1885-030
bdbd9c02-5454-472b-a562-87cc56becbcc,1885-031
2aef4aa4-60d1-4eae-a387-7bdccbdb3ad2,1885-032
17c03387-f122-490c-a8ef-68b07ddb6b38,1885-033
f78c47eb-4078-43c2-b9ce-4fd4746a11ab,1885-034
8e490002-ee1a-4641-bfe4-8bbe81457ee7,1885-035
7b44d7d2-375d-403c-a018-8dd4f603f2a3,1885-036
c2527022-8726-45de-8a46-35ebdadfabee,1885-037
43526ae7-4085-4df8-8ccc-73bb6f8d7f9a,1885-038
1dbebf25-572b-4409-a214-e43d984a2c70,1885-039
4ec60b4e-ef34-4236-bf2c-3ce506191c15,1885-040
a217d824-8bcb-48a6-8dcc-9eca01602a3e,1885-041
0776c82e-137b-4890-8b80-d5a6d0944551,1885-042
a94b6ea7-f976-4d74-8e18-21d1742b36c5,1885-043
b3d3e584-a557-49d9-8206-976ec6f20e70,1885-044
5bdc5ac8-4070-464a-a70f-c357ca563bb0,1885-045
579571b5-0383-4689-a98c-11b54fe5f9d0,1885-046
487d689f-b6ca-4b90-8c8a-e5d9a90ee258,1885-047
10391a3e-d2df-4462-9c5f-cd144cde6271,1885-048
10a01757-5e17-4698-b68b-4790d6b058d0,1885-049
88cd026f-4830-43c7-9e66-2536f1b2750c,1885-051
c9f1a762-bbf2-475b-a24b-ec8d1f826788,1885-050
795bf6b8-c075-452e-b7ad-b70ec400ed4f,1885-052
f7c948ea-1a67-4c52-81ac-6980f37abed2,1885-053
22ab4df8-133f-4c5e-85e4-8ddbd7f49f06,1885-054
db451aee-2b4f-4508-90e7-a7ce188e6aed,1885-055
9ac6a013-3c59-443e-93ac-5a513588bbf5,1885-056
601c4176-25bc-4b32-a9f8-062c8d71ea27,1885-057
bf66f9f9-21b6-419d-aa8b-3c9ff9cfd09f,1885-058
9227e85f-517e-45b3-908f-d704e2310dc2,1885-059
c40b892c-1a45-4304-adb0-aa800339b017,1885-060
849399bc-e96f-4c59-85a1-1b6d163ca5f5,1885-061
8705e714-db0a-41a9-89f8-8cb85b528479,1885-062
3234122f-eaa6-4be8-84c4-0e4db9bd57cf,1885-063
e43d9571-f912-488f-a6f3-ff232bfc59c8,1885-064
bfb59957-9db2-4c6c-aa29-474c06dbd9b0,1885-065
37f1cf4c-fa1c-4b4b-821a-e4843e601d80,1885-066
e6fe8234-41b4-45df-8956-ea146c900bff,1885-067
63d5da06-a6bd-4278-abd4-cdab7f75e687,1885-068
e59ef415-a7c6-4b03-985d-ae969b87986e,1885-069
5206d56d-c86c-4c58-8559-b1b3d9d54bf3,1885-070
20e011e6-041c-4ea1-9ca4-30a210a0bee3,1885-071
ad5ba16c-cc53-4d0f-afb1-38d85e51df83,1885-072
249b1efb-4b3e-4ece-8135-55a7b1313700,1885-073
013dc21b-1387-4518-b5d6-9fc323817324,1885-074
6331c20d-9a65-4e64-a0c6-b7a87102fb21,1885-075
e749f3df-b869-425a-a770-7cd176e3a1be,1885-076
ef75eb67-0d9b-4d28-b076-8e1aa390e0f7,1885-077
7f16940e-4992-471a-9aed-63b4cdd08b8e,1885-078
89f11d60-2f5f-4bd4-afac-1889af782575,1885-079
463dc1d5-5fb4-428d-a22a-235a5286ff3c,1885-080
2877fbdf-b51e-4c35-a663-3851c1ab9069,1885-081
10666a3b-fcfe-4736-b1c2-b18bcd969377,1885-082
01a43e25-2dc4-43b2-823a-0922917e4901,1885-083
97864696-af39-4841-9b06-850c4bb0ad65,1887-009
3677f252-7dc1-42d6-85b2-d1959a28555f,1887-010
341b78ef-96f5-4653-9718-0f2f835b9f9e,1887-011
8c1287a0-6fee-4be8-b6ab-f05f9834be09,1887-012
56ffa7c2-ee2b-4bb6-82b3-65fbcfb8d2b3,1887-013
bff34a23-cd89-4b2c-9a5e-062b73fbf478,1887-038
27680ceb-536e-4e91-84b0-78d046e47769,1887-014
d487c7ac-73d0-4ea2-bfbf-057790a6201b,1887-015
249c4fcc-4cb1-4ab6-b0e5-be0b05dfca40,1887-016
766e52e4-0e08-466a-a2f5-b63831611a30,1887-017
f52d558a-3574-485b-94cf-6e62df70d449,1887-018
5ef88092-9429-4330-83fd-d3ffe99fad34,1887-019
da7b7163-1d5a-4c84-825d-455201d7f467,1887-020
2e10ac14-d8aa-4ce7-a457-6d5e9316bd74,1887-021
030dacae-bcf5-4914-8d83-41d90178a8d9,1887-022
ee147250-2c5e-4049-bb42-2a6512ee90b7,1887-023
0a00c85d-c21c-4abf-bd15-9de2fe0b3e2c,1887-024
b0a89b07-d549-4ccb-8dff-8bd5058e3fb8,1887-025
94386bd0-b50a-4f1e-a9f3-7b843cef4426,1887-026
9ce24a91-17bb-4b03-8096-2102fc99aeb6,1887-027
aed28392-9b89-4b8d-81d9-384ba392220d,1887-028
912ce2c9-56e7-492e-8d80-9d99c2b3f735,1887-029
76b8d307-d0a6-42c1-8410-e0f2ea2e1bcf,1887-030
2a292f53-0b10-4c45-96b3-f7a5783fe8d3,1887-031
bdc48dd0-5f8e-40e9-ba6a-56084dfee66f,1887-032
a14bbfeb-e057-43d5-a6e3-85f3d1fba57a,1887-033
52c7c820-b93b-4453-8fc7-b3b4f6d9de88,1887-034
3838d3d6-abf4-499a-8be5-0da572474b96,1887-035
c714ea91-94c5-43c6-84d1-60faa251b0e0,1887-036
288e5735-3a72-407d-bbf2-225742951a5c,1888-001.1
c16e8e77-8bd0-47b6-8718-13b8875a3c81,1888-001.2
455dc30a-42b9-48ee-b358-704c367844c7,1888-010
65ab7ad5-b5bb-470c-a9d0-965a541b4b5f,1888-011
c7774210-e71d-4190-987e-b89b1e96a80f,1888-012
4e60ec80-74e8-4862-84dd-3fc0cfa38073,1888-014
b6866bc4-41fc-4293-bf9a-5ce38f458321,1888-015
daa2a5d2-d94e-4722-9fd1-197a9e76b67c,1888-016
7fb4c635-47f0-4e1e-925e-f89c533cfdc9,1888-018
897ae7f6-0398-49dd-9c21-04e0d28946ab,1888-019
2ac4548d-ece1-470f-bde6-293aed093ead,1888-020
7002c84a-2b99-44c4-8a75-ff966977557d,1888-021
a604a8d2-b616-468a-8fb8-5d457dd72572,1888-022
1bd0c35e-5049-449b-98ac-76d180187eed,1889-001
42cd13be-f8fb-4366-9073-02b19669ddfb,1889-002
7e198d44-3a61-4b83-8dec-b74cc794b397,1889-003
a552a44e-2f64-406c-80cd-5aedde7f7bcb,1890-001
54cad90d-93bf-4a8d-89c0-a87ef62240bc,1890-002
07b1cd4e-0545-466d-aa56-5fb5335e498c,1888-023
6197d2be-8d13-4697-ad5f-69ee02898355,1888-024
1b55b53a-6218-45f5-a21f-b7036ee564b8,1888-025
116e954b-9c81-48ae-973f-f6b90b253162,1888-026
24e82adb-d1d1-41eb-8c08-75ed83c56ee1,1888-027
d6548596-6813-49ec-a5df-b7101acf65dc,1893-151
67911ec9-7ab9-4fb4-b582-1c0428dacc71,1893-001
aab16524-42ef-48c3-a309-26e2f7b6c2d2,1894-101
b8687a3d-e82b-438c-91e4-6ec96344e653,1894-001
5f3cd4ab-8eb3-4f03-bde8-fac163652fc1,1894-002
49688c89-42ec-41e1-a3c8-0cdc87b41129,1894-003
e994e66e-e8c9-46df-b7ea-eeb29c37cd5a,1894-004
2f88722e-b531-4ec7-8eb4-14b03618836c,1994-102
d4c6997c-6d20-407d-9aa8-0d8ead361378,1894-103
2f964c99-0cbf-487d-bd7f-2fbe8eb5c685,1893-032
474c1127-777a-466f-be41-a252d84910a3,1894-201
1bcdd5ac-d678-4644-9540-c921b50a3fdf,1894-033
0fd2fc85-0e11-4df5-8605-c096399db305,1894-034
0bdaac86-c93c-4a0c-98e1-2afe59f0e687,1894-035
9ddf23ca-ae4a-4744-9ae6-0a5c80d81c27,1894-036
4ba0d834-8cf3-47f1-8451-3fa500fa4a91,1894-037
bbf96ede-7571-42b1-aebd-84f4e4ffdfa8,1894-105
7c56fe1e-3508-4ce7-9cbf-fb6c9bc46687,1905-009
df44f817-af25-41f0-b61e-efaa28d74a0c,1906-131
c225082f-aa3f-411d-8f06-64bc3eae0373,1906-101
d46e042a-3543-47ee-aa6b-a579be006c5b,1906-003
cbb55744-a511-4aaa-a6b3-605ba01345fa,1906-001
0f09956f-b19e-4105-866a-ea906e75890e,1906-004
bc3e6f39-bb5e-44b1-90bf-46b50ef534d7,1908-001
19df351c-da11-4d6d-91d2-71bcb90fe28d,1908-003
3cea9e6e-b075-4162-87cd-33fe25f0b030,1908-002
f52b2498-1284-4b1a-8a76-7098d77c75d4,1907-004
8749a590-d14e-4ea9-92ad-eb818af88c83,1906-005
97becfb8-a9ed-4517-9b6b-00914d6e0ac2,1907-001
ac5b39e6-c108-4b2c-abba-bd6ea2636e22,1907-002
06ef8e57-4d21-4ac5-a193-5ec92b5cbf97,1907-003
c176ad6a-3993-444b-a00a-7ac1c7a20919,1907-101
27cd74a3-78ed-4ad4-b8b3-5a56820c45ae,1910-001
de198ea0-7e66-4575-a215-46f0a8cdd98a,1908-004
65458744-0f44-4010-88fe-adc9c97a2383,1908-005
d7e5843f-1815-44d2-a453-314acce30674,1908-006
f90abb79-74d3-4e92-9f6c-a7fcd9e02e7b,1908-007
3bf225e1-1b20-4950-8fb1-82472e6aa39a,1908-008
311c0255-c938-464f-a3b4-d61ed477ebb9,1909-001
f793fefd-73d6-464d-b1b7-f56b001c01b5,1909-002
1e4dbd62-12e7-4aaf-b3b8-2f7f0a7d0d0e,1909-003
71074c97-d77c-4e17-af78-c2891c2b2828,1910-002
e1e04f98-a66d-4fe6-bac4-1f7865287235,1910-003
4f26338b-dc2d-49e4-848b-67f6340cb4a9,1910-004
a4116aa9-7ddd-4edf-a149-2826ed22f64d,1910-008
852eee3b-9fe7-4db0-9d8a-27e3f5cfb357,1910-007
1838975c-8d2f-4898-85d0-81b4d06f6367,1910-006
9f4aba4e-e7d7-400a-9655-e9ca08b81cbb,1910-005
d70cfd94-3cf2-43e6-a9cd-c3a73e117468,1909-004
cba15fd5-5d0a-4829-bab5-45b4ca6530fe,1909-211
58e48256-4ca7-4823-9f07-f039613a7b46,1909-121
819a4ce8-bb97-4250-9bad-460b87d739a2,1909-161
08f48067-1299-4d03-b964-6ea24dd20467,1909-101
25ffb3ae-40bd-4d80-9034-9a0aa820cd1d,1912-001
bfc580e5-ed92-4244-92a6-f2e33220553a,1910-014
442f008b-398d-4467-b096-4a1cf5c783b5,1910-009
bf792e4f-e822-41b9-9da0-93333b4f0c3b,1910-010
77a4d41b-a7b2-4470-870f-c81f6c0bf834,1910-011
6afd9a17-9f36-44f7-bc36-cd8585a38e66,1910-012
401443f5-dc2a-41ab-bce1-260ab427c324,1911-101
10debd55-c210-4d14-8696-775780d132db,1011-102
88696021-7135-4fa1-8070-50ff991d9664,1911-201
a2705967-e054-4552-ab69-6457486eb605,1911-171
e1129748-11a6-4457-af59-de2b29984285,1911-001
b4fab2e0-bb40-47bf-8c35-d079d544932d,1911-002
0cc18cd9-b2aa-4e06-ad74-1a21bce69aba,1911-003
999e76b7-ad9d-4f29-8332-b95f387c831b,1911-004
e34909d9-a0bd-460c-8d84-856b2d59558a,1911-005
9d8e883f-f31d-479e-beca-3576af734dc4,1911-006
496c857b-26a9-4083-89e5-df7251dfb1eb,1911-007
18197d64-99e2-4cc8-b3ed-efe63d6bc8ad,1911-009
a2089ac3-2b23-45e7-bf75-d7ff01105076,1911-011
3c6aa617-552a-4f23-8428-cfbc431b9340,1911-014
2168d3ad-1aca-4e03-81f8-a9c6c157c576,1912-221
b3074934-fefb-417f-8aa4-7bd6c59182d5,1913-007
c7ac03f6-5c16-4ec8-9d61-4f912d89f0d0,1913-011
9f33dded-54a8-4d0e-b798-fd0c10d40ecd,1913-010
8c9d257a-5653-42c7-bdce-4981d882c895,1913-009
0126f145-4c31-46e4-b03a-5b408df2895b,1913-008
399d3fc4-d35b-4915-b9e5-f2b6ce0da395,1913-005
0c442ef2-1353-4ccc-acdc-ae7dc574c842,1913-003
0177b9fd-f0b6-49b0-a9cc-44847df4238c,1913-002
d1be1690-bfbb-4c3c-8d7d-551fb6e13a2e,1912-015
33c80383-45e9-4561-adcf-b7674fa1f695,1912-002
9723a65f-5493-4c44-aee0-09fb4448051f,1912-003
a3c2beee-00ac-4d37-84e6-db62c5e495cf,1912-004
c84193fc-5ff3-4a3b-b77d-d2ac0bd5be92,1912-005
3c72d149-6142-4fc8-8895-cf4744928811,1912-007
2c3260b5-e12e-428b-a40d-06745baf944f,1912-008
3e17ee35-8a08-4243-a6c2-0ed582cd9e2b,1912-009
e9c69ecf-a0d8-4874-95bc-490772495ea2,1912-010
acf79d19-7667-4bc0-98ea-fb74fa216eab,1912-012
f5864345-a8d1-4d2e-9a45-9ae7cc3e0fd0,1912-013
34c96a49-925a-4157-83b2-7875e1dfc151,1912-014
33681a81-ef4b-49b6-8053-a6e24046e81b,1913-101
9deefdc4-c0e9-478c-b976-f6c557aa92f7,1912-1913
73a58035-0022-4a44-afde-9de759d52050,1913-121
26165bfd-f302-4e47-b1d8-88815965276b,1915-005
03c697cc-f917-4f51-ad87-020c90625955,1913-012
d3f66353-b5e3-4cfd-964e-26c46524dcc9,1913-013
e646331c-11f8-4824-97b6-2d55883529bd,1913-014
97c997f6-42a3-40c4-9e20-2aa10367296d,1914-014
ca3faafd-738c-4e81-9747-a9acf7ed50b4,1914-121
823a1a44-eb53-472d-85a9-af48bb9ba589,1914-101
9ca53e2e-755c-40a5-97a7-69dc474acb9c,1914-122
311ee4d5-c625-473a-84a1-856e3b92a2e7,1914-102
a3bd251e-a305-47bf-b823-2c080ebb2983,1914-001
12143a66-9c58-46c3-b600-131bafb804ed,1914-004
0217cc0b-266a-433d-bc24-fa16576a95d3,1914-005
119bfd6b-3eee-42ec-a15c-ae963ea390cc,1914-002
60cb2c4e-be3f-4848-9d65-9a71437786e7,1914-006
ad1380b6-7b21-4eae-96b6-54eff3253fbf,1914-007
599aafe9-ec94-4d44-bcb4-d98ab5c16075,1914-008
55e64e4a-d8d7-4d81-ade9-37de3afde335,1915-101
006c3970-6ec4-494d-a524-dd05d89a0f01,1915-002
f8f290e7-0a66-4309-9594-99a43be3d094,>1915-002
7e324aaf-89c6-42c9-aa9e-272bf26cc30d,1915-001
f78dfa66-62a4-448f-b30b-4abedc4ae732,1915-003
7954c148-f9b1-44f2-861f-d030b86e3b4c,1915-004
4d231954-383c-42f7-8e17-031b7fef0aae,1918-001
a5f91702-b973-4017-b2fa-ac8d9c87a003,1918-002
820de8b5-1f1f-4e3a-a725-7cf0909d1cc5,1915-006
97aec7c5-ec8a-415e-9b01-8aa911132169,1915-007
705a3091-74d6-4738-9688-ce6fde6a9264,1915-008
5c7466ed-7073-4839-8812-563b77be6d24,1916-001
6df19890-7263-4dcb-b5b2-153bbb4fb552,1916-004
98717dcb-e6ac-4fc6-8691-3d573084c459,1916-002
3bfe4119-dc8e-4343-99cd-ecbcd6b25892,1916-003
cde45641-aab2-4c0e-9c88-77d4d4320f91,1918-221
e4148ba5-7740-4738-bdde-ff754d059d0f,1916-005
1a6edcde-f9e1-4a4f-9ca8-553e8a1183ed,1916/17-001
62b2f699-3b4a-474d-9a3a-4cadf6e93486,1917-001
cc06d1fb-4ff9-4a46-b060-f727a4969904,1917-002
d5ad30de-0b72-4ff9-ba14-408e2bdee8cc,1917-003
09d66e16-cf2b-4980-ab74-d616399118cf,1917-004
5520f758-5214-4acf-911e-02e5e8ac1dc2,1917-005
aa714cad-0cd0-4def-8902-72bb1d131c80,1918-211
662dca10-93aa-41e8-ba9e-841780717e6a,1918-131
b7487530-e1aa-43bb-9ea4-1852ebb625b3,1919-009
415a342f-7ba2-4122-9854-4d5784620196,1919-001
a7443986-23a5-4323-9503-6cf8828ed5c1,1919-002
5c997872-1b38-4322-8515-d60471378459,1919-003
6a1045ca-4cb9-42b6-be27-e863f49471d1,1919-004
3ee3221f-0c63-4d22-b911-b5fea2118c60,1919-005
4a130f2d-07c8-4823-a6c2-42051d7d4be3,1919-006
158d0608-5f98-4a63-8aa0-e28376cb012f,1919-007
13dedad2-c326-4325-9e46-dc598aa4c18f,1919-008
88e2beb9-e247-418f-9f57-2f9a873b2cc4,1919-010
c5ac6b74-01ab-4779-b374-1938a599c5d3,1919-011
1dbee846-4bd5-4a4d-a8b4-b11860dd71bd,1932-212
38cb84d7-21e0-492e-ab85-be2ea5698b21,1883-112
e8a8e7fe-f915-4dea-8ea2-86ea87dad955,1886-162
db36bd78-3943-4d91-a702-33351d619e36,1886-152
2c66da12-f383-4be9-a53c-9d814b700949,1886-006
4c6ad99b-fda1-4631-9065-1ee1ed424c4e,1891-006
75e2378f-4816-4ec2-afc8-101f190e22cf,1891-112
f4d82d00-b3e7-4352-a6a9-dc2b504ab28e,1892-201
9a534b01-e500-4cbf-9222-1d8a7d1ce6e7,1893-111
69a83f1d-b971-469a-9eb0-72494d59061e,1893-033
d294f1ae-5ffd-49d4-bb10-b3e933623c43,1893-034
cf9a6423-203f-432e-98e3-9dd978b0e29e,1893-035
c0b0d745-54d4-4a16-b0ba-d9892e83a057,1893-036
7704ba1a-a0c4-4364-82fc-605a8ce8f3b4,1893-037
9eba2062-3608-48f8-9793-a233d3932c69,1893-038
2f046b21-dbed-4308-9321-0faec9b6b55b,1893-039
5d9c04f7-07b1-4432-abba-3f8c86007855,1893-040
0b86ca2a-ee82-45cd-9065-88d206c6add2,1893-041
f153bb7b-6596-4798-ac7d-b8d02c183aa8,1893-042
65648459-d3f0-4bcd-a862-591b4a505068,1893-043
a9536971-d76c-4db0-bbe1-44b12ef56af1,1893-044
8dd4e2a4-aa1c-44ac-aef7-cf524eee51ee,1893-045
9a6d3888-e765-49bd-9aae-f5ee2b87bf9a,1939-006
33271a01-8173-4002-a908-3a5ef97c4d2a,> 1933
f723f333-2437-4d3a-9738-dc6a9b194fb8,>
bdf5a1da-44cb-4de1-a910-ce7ce5c3f9f9,>B
55d7d2dc-8a64-4a3d-9ed4-23297f751641,>[1934-1939]
bb6156a4-145e-4697-a55d-c38a0a4aead4,>[1933-001]
ff57af29-6cc8-46ff-867f-d013c19cb161,>[1900-001]
52581163-efcb-4537-bd68-3d717046d412,1930-010
340af570-2f2b-4b10-a7bf-0304e11c8805,1927-011
fcb0fa38-47cd-4d34-a1e9-b5cf21648f73,1924-005
6a88f60c-ef15-49f7-8565-75e938361638,1919-013
e3d9ad58-641a-41ef-8596-137d91a802d6,1919-014
d73d988d-e5d9-4dfc-bb82-410b3c28cfe9,1919-015
c114145b-5d7c-402b-85b9-27b830d1bf52,1902-103
ee15e498-0e30-48d7-b3bb-72968be6906e,1902-123 
bbf25049-7357-4467-b880-2fb79eb05e28,1904-01(V)
f5e5967d-1ba7-4b5c-861c-c68261281893,1904-121
191b750c-c935-4cfa-9685-afeeddcee2ed,>[1901-002/1904]
d42add89-e317-47b3-8f92-b5365d49688a,1906-006
9acd3f0e-a4a6-43fb-b4ea-88624d905246,1906-132
12e260be-cd81-47c6-b95d-6a0a4c58947a,1907-121
daffb797-baef-4487-8601-ac81fb49a9fe,1907-123
73005772-2342-4e0d-b1e1-36f91f508702,1907-122
61c58eb2-0cda-4eb4-bde9-93964262dcc7,1907-132
22944056-c833-41cb-a47d-6f4d2de7642b,1907-131
03406d33-a910-46f8-9834-ebc63daa3f00,1906-133
1ce6de8b-a98a-459d-976b-a3a0535343c6,1908-111
